USER_ADDRESS,CURRENT_BALANCE
0x091cb9a153b1e0c45b6341f521e8397ecd965953,6.3895392
0x1cd2eb4e9b2efaf76fc6637b5d3ce3498d5c5000,6.306423132
0x9adda671fd7186c1df90681e2e85d8511ee9a16b,6.267333467
0x105311b27bcf8b2f00182ac2b39a117a07582710,6.26136431
0xa428936fa3ca794fa6a5dbfa80b4e3e16ab4e782,5.900266568
0xb9073dc1c506b6c2ee8772349005306362df7dcc,5.868228548
0x3fe9b3a4180c2e8c876f050be94c92632392263d,5.867973475
0x192f3600a0b6f3705390601694057787e4f85ee9,5.81408861
0x31ce8b8ea3b8ad61780775828aa3bd874b1010fa,5.8024933
0x26f1b98ce9eef8fa9dc411827c8f564ada570e6c,5.717276347
0x56c0fc546acf688afc44bf21024739df3b1f15ac,5.633441588
0xaae6212d640b7f66abd9d9e0284b5ae8434ea109,5.599528798
0xb10096c495d62d2b6b4ceb3e13f72389625873fc,5.530275557
0xdbbb2f64e6b06fc0edea5a25542faa367f914a1b,5.316020635
0x7446ad3bfd86ddd9c3cae10a8975c05c7b9eef9f,5.23
0x66a9927f465c21a576b3ce5de00239323875e1d0,5.174
0x71e4dc3a8a95a23838c2663630efb8d7bc74f846,5.144420608
0x5cdef7b8179e0ce5938f60d1ee8d4170a9e3316b,5.040334612
0x364bef24da644873cd40b10526eadbf72433cf09,5.024
0xb87e42207bad88c80f00f7b7f06df1b487fe7bca,5.022819868
0xb061e2e4294163e57799573b21f61050810ac4f5,5.022259177
0x2da0d746938efa28c7dc093b1da286b3d8bac34a,5
0x2a03278590cd1962de28f9abc855cf3774fe3eb6,5
0x8969bafb1ae4786b776fddcf7f8b5f0ae1e50c36,4.876311307
0xe9c92b3f60c9e3ce0f4b0bbcdf0282efb1c41070,4.860661614
0xd4c5226e2108c722bb86ff8327727410dc120b42,4.821292402
0xbc402e8198a692070b91795a8377ee57ad95721b,4.542058945
0x136edafec835282851a8efa757dc4eb1c4500a3f,4.532929741
0x45041ce9f1f3a8a3c434bb0aed242064e6023424,4.244645057
0x534b9eacb406e7c0d417a767b15c47fd0176bf2e,4.21959
0xb63a09b561dd5bad75e9a78d4b7e9508ed5712a0,4.19067382
0xf6d7af373b9b9da82206f0fa27855d64adddcddd,4.1
0x9bb4fc55fd64f7f086d98f28da0db53546765fcc,4
0x6e90fc0e1c03ccfafa6275aca82b2d7ef67241f7,3.99676553
0x7857112785966612b60093bac6dc699b7e26a211,3.949463154
0x62baf5d9c2e695e5f20a5454d46dceb741d5d740,3.83164
0xbf5ce434a5f7d6765bc9860013a32056da4c6aa9,3.736177187
0x8669fa2b06829aa5fabc47b5e5d0e66b85f1522e,3.687222253
0x490fa7e02fae507a28665733742e623395e83a30,3.527577703
0xb6cf25f5cf8a1e1727d988facdd47f1dfc492caf,3.469680611
0xcfcdd074dc974af94fa2b9d56b6a213c0d96eaf9,3.435149393
0x9bed533bd73286bdedd95b188f878c7bf057c564,3.325417006
0x9debadcaae4820092c8ff7dc741c9ec7d9e95027,3.223100255
0xa0e4eccf02f9b83ee1f270c735751d602e88ea1e,3.188380411
0xb79223e868871dbac27e8e301f73734abd4cc628,3.156857922
0x73e8f93625f248e30470e0aaab554131d8a1ab58,3.125232988
0x2e5e227280b1d5ee28500a9000296c112dc8efc5,3.119958434
0xbf4c796931727fce4b42e8a7f1b284681a0d5a7c,3.088615308
0xaabd5fbcb8ad62d4fbbb02a2e9769a9f2ee7e883,3.064740906
0x727e655b60319ad96965daf8ec02078283a752e5,3.048583388
0xcc16fffe2432f0f49fd10dfec9fc0f10a751d92a,3.03475349
0xc41e07d46d811b9de12aeb006ece22657eb51d6e,3.007055308
0xd327f85d2f375e8acc0d6a73d2a9ce82941846c9,3
0x9626087c4e8e63a486c1e7961854f5cbe1cea4c1,2.997590548
0xf62a49e6ce669d95d01e736a0fdc6fe7c949c60c,2.993623121
0x2ca86ebeb6f53753696af6ca03e13f4751636828,2.9866
0x7bb8c69ddd0e497fbbac39eb56b7c8dc20404983,2.967413566
0x42275eea81d6eba5ba00718e85af8080dd38069d,2.93715896
0x020a175efbf1af8fd593b1d19d0a261d43a060c5,2.86788807
0xdc334872b330e0402fd88fa3ba19a54da09072d4,2.838068293
0xfa8a2e05ba412f9249f311cf44dcecf22c914119,2.731011999
0xe43d5c7c1383bd0e5a07646c3d7ad1039a3af848,2.714651509
0x5169a46cf0b99c0c1e8d078d3b9f9b6ed9a215ea,2.714295717
0x5238f93ecbd6b74e81ffdb7c0b5a53a2c3b97702,2.698784462
0xedeb9c7bdd15e0c486978a91083147244a1b52f4,2.683874325
0x43e3776de44e41ebd6375a37db522e981e298995,2.664685
0x16e3cd34d685e9af1a76eccc3fcb5951233379f2,2.5
0xef7cd78bdf7ce6e3903572e3d584839643df2f0a,2.488622664
0xd63828877db71f9e51f436b01df8833c03448a40,2.483978531
0xc8286bf025379d52d62ebf2b76854b450b9f7abc,2.480787617
0x2c1d8f1ccc5d1d556968acf63006dae8b3068bfc,2.428011563
0x308d71c03b69eabfc7bb6d0438435a3c1f3f4761,2.396167087
0x14e56cf9e6257475f9b6310adc98865fc24d6504,2.395997723
0x71e2fb38c2b9040d0014a629662b3c2b35f10d9a,2.345915455
0x555e74e6e5a67ec1097f6052391e14c0bc175dd3,2.339920443
0x9bd47d81a757b91c8aa26f42a35790fed4b6d64d,2.285143227
0x93aa4778a79f18ff5ecd41f0389787e321b2d76f,2.208008751
0x844e2fd3b16dc5edb211cc758b2f88236ce12ba7,2.206339768
0x64ddae291eaff1c56d986c8343fb1bd405b61ee4,2.186219431
0x5ef01a9ab62f700bb0bcc0f11f9cf7aa8fc543fd,2.117106172
0x62700a149eefe4fa20458a356c0f8b4a3f31e9a7,2.11195
0x6d29eb3fe1229dcccafe51a085234a0c76ef6c8e,2.109651492
0xff3b7d05ed4e7852837572a9c798094b7a52e97d,2.105383425
0xeebb93d55cc18a2cf07d4c7a9f70fbfdd8367d0f,2.095361
0x8f70b3ac45a6896532fb90b992d5b7827ba88d3c,2.045086611
0xac52c1586e5921c2c5da887b0cb7bf1b857c2efe,2.03785747
0xed2902f7c43c45e8348cbbe2fc438c6aa7cd2850,2.025473305
0xa657481fe396bad4950dc3a7415410f81b0b3a61,2
0x09f3010ec0f6d72ef8ff2008f8e756d60482c9a8,2
0xa2ddfc8a6c1f8868b80f2747d04532a6cde9804d,2
0xf9f2abcc9df889794b60f0791a784f5a97d32920,1.98794177
0xd81142580f1d8dfae2b2184af600a242c6a8836c,1.985828688
0x5ec65ecb51149f404f7f1a8fba788f840ab278a2,1.935135629
0x3cfddfbf546b495e033410703d869fbc8d109103,1.8999
0x278c647f7cfb9d55580c69d3676938608c945ba8,1.878126527
0x4db6c240e1c1a758187911741577325b8e5207b9,1.8663
0x03e81230edb43a393d33b4e6724f31b955327f0c,1.86431702
0x3e0c37eca8ae001eea2876ff30fd72e575c83950,1.819693459
0x6cfbfece62823bd300f6328d8d22b9c7c6e67272,1.802365131
0x35d124ce28e92a7365ac428234a6c362eaea1845,1.799122853
0xea8da8ea74971f0b2666b82a75bd0c255a2b9c4b,1.787366466
0x993e456b9add223382be643d14aa29b9a75cbeb2,1.755072769
0x51ed60604637989d19d29e43c5d94b098a0d1af7,1.73
0xccb1e7a7e4b56cfcd08125ffd8458fabf1509b59,1.717667058
0xe8d848debb3a3e12aa815b15900c8e020b863f31,1.717301805
0x001b71fad769b3cd47fd4c9849c704fdfabf6096,1.702591568
0xdb3fb4879a7fa9504c0b9ebe2b80f9a4cd3b65cc,1.687424789
0x529408a6962bae6ca5328874d633738116b89b05,1.683284445
0x19c9fda23de82e8713d61f4efc2010365e323200,1.6409
0x1de626148a068707319d99d48d96a6b0f17d1a23,1.635815233
0x3cbfdc86b5ad587577b7eb6885de531d2bd0e9b5,1.609995259
0x6b29bbdeba7619b0b55086fc47202a9cff0154b7,1.603605
0xef65f6cc8acd21cf16812dcbbfcbcbb3566b1b9e,1.577746419
0x097116627fe9d707b1c571a7a1313ceaa99f11a4,1.554787327
0x95ab8d0515ed93920aacb538be34335dfb983c88,1.537911927
0xc21611a12525d3ab940c339b8ae4c4be5865b6a2,1.516147423
0x9db0782ea491f2382912e1ef6382d345200f45f2,1.5
0xc6a08b53df3c5a89e9d8802321c71a5ecff84cc0,1.5
0x56fca26cecb03e6cf0b1df52ae0f549ed7852a82,1.5
0xe0221c5f550089381e551076b67e12c42555b649,1.5
0xad7a185b2456d5afd85838a50c7d8ace3ab2f871,1.5
0x7f0cebe2411c0c46a1d629ef536230c5bdfd09a2,1.5
0x6a47926a41696d18ba41530e117d75dbf2caa893,1.5
0x04c47063caeea105c42b368adb4fd47f87937432,1.5
0xaa7108fae2dc4bcbf460fa6ca23ef849d28c1158,1.5
0xbdaadfc955a5832414c4aa10dde0f8c9e6cee9c1,1.5
0x0a086645cbbfc2b3fba5c5aeb7a394b577acdfae,1.5
0xd3051133e35dd3fc7dfb65318073d867096e6056,1.49889641
0x92194c61881d958001f992268cf7cb8023e738e1,1.49154023
0xe93fc48af3bc1a0496f8e8723937c7dcab16f2ff,1.463325497
0x901e6ffbdd23d65e0426c492cad48a7169458ac8,1.461766394
0xe64c85059f9560fd475cc4d3dde881334917d4eb,1.427819
0xeef78134664602e37c37d438a49b82f531704e8b,1.421585784
0xcb6b0504ef639c7587bfe5d33957894a7f0fc91a,1.418057656
0x5d44f4105d5f18340889a1e6021c70beeb864449,1.413796388
0xc1c560f37ccdea19a2da80e8ea656ac724ef49f1,1.408130069
0x958914bc3fc61629dcc5c11ce9d2e1dc254f3e57,1.404318322
0x2117c37a65ad3c0489682386f7d81d4c6d08b3c8,1.389351817
0x0435f8bc13635bf3cb934242072eea3eeb09d73e,1.384234339
0x670600553ac9c26a35bae298bb12a237ce96f5f7,1.362315
0x09bb6179ea9293a37c298c96a3f62781bf2e3a4e,1.357726832
0xb203df26af3666f4214661f7f903c46edf9403b0,1.356409532
0x7ea0aacaba3d6e5ec781585687ccdb7d1c25f5be,1.347917632
0x7e1bb156ef71eb2879d994849045441076ba6a0f,1.33303745
0x4469adbfca24cf353bb5de6e765707352c6b767d,1.330836252
0x98bdbbd38414204785f3f249444a2e7400eab361,1.327597377
0xd43f3716cbb9386352880a9bd52f7f07ac01752b,1.319786364
0x16c9565c56534bc88affbcca8ce70490da7c12ae,1.274331288
0x9b4772e59385ec732bccb06018e318b7b3477459,1.26922626
0xd3d555bb655acba9452bfc6d7cea8cc7b3628c55,1.266316254
0x532c49c40db1d5c655776c4815c133a3d7851cb6,1.242060321
0xb01fa81d704aa87a35ee764781d2d7e6a5e510c6,1.24000087
0x311884fc2103da7f31ca8ec5ad6f3f6e1c3e3105,1.23707446
0x281fbb9e61c55b3e7bd7dbd90a771671ce029f3d,1.23
0x06b5255e2560460f707a0ec983c0d17888b749be,1.22061246
0xc9a8712fbaee11e90d636eeaccfceb09c3373d90,1.21894438
0x4ef70624cea82b32aefa89714a4b100f2cc54e79,1.216807667
0x52e543352fa59fa4b6d130588714210083f63d52,1.214428343
0x97a1ca841b4792068932d4224681f6f6fa22c549,1.2
0xf3e4c27e6b0156d062bfc45a6afa672d4956243d,1.194215777
0xe367f9a6af26e7ad81d2b35537e88cce30ffabc1,1.192941287
0xd19604efb40ece1efd6df5de6d3892112b51e99a,1.187684155
0x386e96e10447095a99b919defc955c6d4835c279,1.181350569
0xbaaa422173444ef81dbb08c05088655e2f1b13fa,1.178508872
0x1ace1ff2b61e74b257b41a9130c774818b28bbf1,1.17511887
0xe6662ec7fc7c84231b29f0f0da6321673d100854,1.169302647
0xd7f1684d0a647f8c4aa82a208c35c9c9475ea6d0,1.15276683
0x810d3aabbbf8cbcff5c256f2b0621c4941f8b139,1.15
0x818a4d7873dcfdbc8a468be97923b5d676dd9b87,1.147263662
0x5d565432fb3c1766c30ec9a35714e53b8e88e15a,1.145688826
0xae093e48a2c4f82837e23fc36710ba8c1e80ef90,1.145140063
0x2b0054c0b1c976aac8f014bec038a8568bacba9d,1.138456901
0x7ba4dbb1e6f565b7493e18101ac5731424d93f89,1.13207769
0x8bc8b4e4921101bcc56ec084b906069b73de7276,1.127867397
0x8bb9d5908cdce82915a847fbb34fd93e1e50ccc2,1.122832072
0x63f620ce610e6ce09b18f8f1800a0c55e7fc80c1,1.121354027
0x2bd79c4b155808ac80623a7bf5d866a02b55a6be,1.108519692
0x9bc54b27d43c0de1683ce9f9266d6bc22f687c3b,1.102982963
0x367fbe3fddeb7eb226e05ce42a9f51a8610a5fe2,1.10217275
0xb600fd470d7422231a2308f6807e1e467c4145e4,1.100600214
0x10b9f7a1435f2486324dcf6a930cfc64332a43bc,1.100000015
0xb5b492800ddb4fbc691b7135cb30561d1be0dab8,1.1
0x2df292af809fd693d94c7d17e36be352e15bb98a,1.1
0x8b0a2116209968afa4090a1c6cad89d11699200c,1.1
0x9109358674f1c9a1a945a1d9880fb7ef1ddc43a3,1.091527223
0xb9c65798359a8431f4861392167a9b8db518ccfe,1.087324969
0x8c580556fdb1f57853e49f409ae9b89f7658e7a2,1.075897582
0x4b0d93ecdadd048ec4cb10794fa48624e23a8c2d,1.07520537
0x1b35fcb58f5e1e2a42ff8e66ddf5646966abf08c,1.07442215
0x1d4a8f82e8358f48f07c6f6436fb15947d142601,1.074092412
0x9729a03689d35caa386be217ff5828691e3ff7b6,1.069432282
0xabe7d66c65b2c921b8bdad85ff3dd7bafaccdc50,1.068648973
0xc64f1e68a59e26007fd1b3693223c5c5af5c0769,1.067935935
0xfc5a080c6ec2a047e1da3b862af83bbf20632263,1.066633785
0x6e848eae0a4acaea5a33dcc76d6b3bec0250f8aa,1.066096598
0x4cb98dc2c7e6ae4c331eedbe665c277b56f52d24,1.063985999
0x11062fa052373c3ed70a318e8e47457b7b001950,1.063684926
0xe6f0a7de2bfd61289c6ffa2d5a22c9971c22360e,1.06128733
0xe75a587a24251d722e95e2bc5f2c84dfda5da405,1.061025292
0x872d006a7d4f1755de9f3498ffc938b1d32f9d25,1.060483223
0xaff7a6bf3205a031daeb9dd5b0c7f8f1f6dfbcd1,1.06043536
0x4f49c34759b7e888ce77de9dd34fec63d63495cc,1.060169052
0x345157b915ddc5ec43bb9ce364c1dfbc70801e02,1.059791045
0x2eb2383e2eff9598e073a2d2bd9411aa362c3889,1.059679743
0xaab2c54130a07b1033711fc5962074a08549e957,1.059069556
0xefe0cc2f7cdc55effa6b6b1378a8e2ca49b692c5,1.05878598
0x214a33ad7cf5010fc8cee8d501b0ca20c12fdf9e,1.058578129
0x015122a625b45f68e6d795c0ab99fc7107e4c3b9,1.057695099
0x53607dcf5e15657d81825c14b6a90f717418dcda,1.057452107
0x67cdb2b891a9e8179bacd1009fbce3e3c4e27f86,1.057089006
0x110b8b6717c4da32d86a8d3ef78964d44f9d61f0,1.057048848
0x3b2cbbe6b4656548e995b26df0954d31c081e0e5,1.056462736
0xf90f42181edf92d732de72b7aaa8419213ccc905,1.054226008
0xe642eeea1c42e6976fa55b69fd1dde2135f5db47,1.053635036
0x30a4b27411b669177d192d97f3db16f809289d2b,1.05241731
0x6e0eebc16b3aeeb2c27f7ae4e9823dead6c1504a,1.052346181
0x601091af1314491f4e3088f8f0fff80d31fb0e1e,1.05124551
0x26283ecb110b780941c19e80d2c7982d89c97a44,1.05101852
0x9ce0dc49df0ab26690748e90a6f2c2ad9cec5fad,1.050091582
0x6544df975cf58a0b2c9a361a8db2e00d338e10c1,1.05
0x9d0f9b3f609e101e50a6f400b710ed0b8d31318f,1.048612871
0xd44086c00dffd761a55d988fb698b7e3a197575f,1.042449579
0xae86846d0546ff9c4a076f2561979470bd28d73a,1.04207746
0x8c69f8d2f360d0bd12cb73b92e90a380e32987bb,1.040747396
0x5d69c42a3a481d0ccfd88cfa8a2a08e2bf456134,1.036114397
0xbffade145d1238a3ada4b06936c07b01c0931ca9,1.0329
0x7dce7bbe586917626773cde96e58b9f21363cff6,1.031862828
0x9418a9711fd9856e1e00ac3da7301db635d7a5eb,1.028046525
0x10e3ff372f586c11d565c673838f5d8d2110b8aa,1.025550197
0xfb27a04c861c766ad5e2804edb9374ded26f6560,1.025
0x95e9ffc26cb33fa701a56862cd6e2b4c96cb444e,1.024
0x2126d723ecb1703d51caf3906355f802bbf2989d,1.023877628
0x0c9f37f77bea2c6e6f15c1a8c4d7316a3ee7408b,1.023241664
0x02e9f0322620260aeac9110fe167a4d7e907314f,1.020898
0xdd0e8274272259c6b4b6c78a10e5cad6d2a225b3,1.02
0x910c60c049d833a7fd2f5bda310bbea1c5fa3598,1.017984375
0xc208934e867dfcdc10e5ab58b631d2c3185edbc9,1.017918356
0x274829c52bba894d62a4931b46b76cfe0606ac26,1.01665418
0xa361be8f9a5646555952b89a4b9fa313ba2d2560,1.016142515
0x873006922e4a4140c9be3e19c5cbb293cfbb1571,1.014996475
0x952c23f8f067a5e7e165ff0e42491f51d87dbc95,1.014875708
